序号,可溶性固形物（SSC）,酸碱性（PH）,果皮硬度（N）,色差,maturity_label,maturity_name
1,8.6,2.68,1045.0,34.1385440389269,0,未成熟
2,8.5,2.71,1042.381,34.4025649042788,0,未成熟
3,9.1,2.72,719.714,33.2114222174048,0,未成熟
4,7.4,2.73,1023.152,36.9509122089026,0,未成熟
5,10.3,2.76,912.468,29.6494387932699,0,未成熟
6,10.2,2.63,810.092,28.7969980388466,0,未成熟
7,9.6,2.73,837.859,33.7991759362268,0,未成熟
8,9.5,2.73,999.616,33.8272830866712,0,未成熟
9,7.2,2.72,1012.23,37.866950785478,0,未成熟
10,9.4,2.68,850.089,33.953806920525,0,未成熟
11,7.4,2.73,1074.61,34.9817894105833,0,未成熟
12,6.2,2.67,1278.594,38.993722015187,0,未成熟
13,9.2,2.68,834.013,34.0266909923102,0,未成熟
14,9.3,2.63,948.004,28.7392901234818,0,未成熟
15,9.4,2.74,972.002,26.9854564560763,0,未成熟
16,9.9,2.63,1063.534,32.0824508805575,0,未成熟
17,8.8,2.69,826.321,33.3546890686918,0,未成熟
18,7.9,2.71,1029.767,35.3246623196228,0,未成熟
19,10.1,2.78,871.625,26.4328699544822,0,未成熟
20,10.6,2.69,923.929,23.7090541201058,0,未成熟
21,9.9,2.73,868.856,29.6957112288018,0,未成熟
22,10.5,2.71,718.868,23.0322790154153,0,未成熟
23,10.0,2.75,928.313,26.4387532887553,0,未成熟
24,10.6,2.74,819.552,19.2051340228624,1,半成熟
25,10.7,2.66,730.021,24.4011128158002,0,未成熟
26,10.6,2.76,835.782,24.7857382408134,0,未成熟
27,10.5,2.7,733.867,24.9270074396592,0,未成熟
28,10.0,2.74,761.711,21.3027394679929,1,半成熟
29,10.3,2.69,864.549,28.4764522209936,0,未成熟
30,10.8,2.75,728.559,23.7246219801352,0,未成熟
31,5.3,2.64,1179.217,40.3205259275028,0,未成熟
32,8.9,2.75,823.168,33.5611849036765,0,未成熟
33,8.9,2.73,733.79,33.5248673357368,0,未成熟
34,8.1,2.7,787.247,34.5124997464596,0,未成熟
35,8.6,2.76,941.62,35.5784031874126,0,未成熟
36,9.4,2.77,816.707,32.2774778824343,0,未成熟
37,9.9,2.72,901.085,31.7492746620766,0,未成熟
38,8.8,2.74,783.709,33.9251026049783,0,未成熟
39,9.3,2.69,836.782,34.7445244169415,0,未成熟
40,9.9,2.73,1052.073,32.312480175716,0,未成熟
41,6.6,2.49,1427.275,38.0289243010668,0,未成熟
42,9.0,2.65,1264.057,34.9026954014662,0,未成熟
43,7.3,2.72,1220.06,37.6036182932752,0,未成熟
44,7.3,2.71,1092.224,35.6212626718719,0,未成熟
45,8.5,2.66,988.693,35.1325687279541,0,未成熟
46,7.7,2.51,1298.439,34.6661317294454,0,未成熟
47,9.3,2.61,1131.759,34.0623871265838,0,未成熟
48,10.4,2.7,856.627,21.4436280580642,1,半成熟
49,10.2,2.73,998.077,24.9711392578016,0,未成熟
50,10.1,2.7,968.156,28.8817584036812,0,未成熟
51,10.4,2.7,834.859,26.1868766258003,0,未成熟
52,10.4,2.73,888.778,25.9368320328865,0,未成熟
53,10.1,2.75,809.015,31.1468540698038,0,未成熟
54,10.6,2.75,793.247,20.8114846678144,1,半成熟
55,11.1,2.78,836.167,16.9699760039349,1,半成熟
56,11.4,2.71,959.772,19.2469650574041,1,半成熟
57,12.3,2.69,1048.535,14.0508378602268,1,半成熟
58,11.2,2.77,858.319,16.7192464738725,1,半成熟
59,11.6,2.74,973.771,16.177334522545,1,半成熟
60,11.6,2.76,927.083,15.9198165601503,1,半成熟
61,11.7,2.74,836.705,18.0507838909276,1,半成熟
62,11.4,2.8,900.7,19.2637576972705,1,半成熟
63,11.3,2.75,1093.531,22.9607874020213,0,未成熟
64,11.9,2.82,819.476,16.520967642565,1,半成熟
65,13.0,2.8,866.164,13.6766159202792,1,半成熟
66,11.1,2.75,835.859,22.4236504904517,0,未成熟
67,12.2,2.81,938.159,15.1889594382895,1,半成熟
68,12.2,2.86,878.394,14.8840592276426,1,半成熟
69,11.9,2.74,926.775,15.3671763375968,1,半成熟
70,12.7,2.83,770.095,14.0112858912817,1,半成熟
71,12.2,2.81,747.327,14.6048538294154,1,半成熟
72,11.4,2.78,909.853,19.3449653557967,1,半成熟
73,11.7,2.73,925.544,16.4061380958217,1,半成熟
74,12.5,2.82,814.399,16.0209281880752,1,半成熟
75,12.7,2.75,780.248,13.7114517769682,1,半成熟
76,13.0,2.74,854.319,14.3248996169009,1,半成熟
77,11.6,2.78,807.861,18.4129893083333,1,半成熟
78,11.8,2.79,851.088,17.5867573278735,1,半成熟
79,12.4,2.8,844.935,14.3418713345627,1,半成熟
80,11.9,2.82,748.327,18.5750104713701,1,半成熟
81,12.1,2.77,921.545,17.0964977537656,1,半成熟
82,11.6,2.74,977.694,17.9969166133569,1,半成熟
83,11.2,2.77,814.476,17.5737949134708,1,半成熟
84,12.3,2.75,864.626,16.5003482128776,1,半成熟
85,14.4,3.07,453.504,8.31015164286695,2,成熟
86,13.3,2.72,954.004,12.8384743924164,1,半成熟
87,13.7,2.81,845.935,10.8379813681127,1,半成熟
88,12.8,2.84,856.011,13.5588252969473,1,半成熟
89,12.8,2.8,929.929,12.4022798542838,1,半成熟
90,13.4,3.1,412.661,5.38192714874603,2,成熟
91,12.2,2.8,1000.0,15.754923916719,1,半成熟
92,12.7,2.83,779.248,14.6460701007036,1,半成熟
93,13.0,2.77,855.088,14.496112567312,1,半成熟
94,12.5,2.75,857.857,12.9716445800269,1,半成熟
95,11.1,2.77,909.238,24.4063633740629,0,未成熟
96,12.4,2.78,985.54,15.5576393397529,1,半成熟
97,13.7,2.76,911.699,12.0345252100345,1,半成熟
98,12.7,2.67,1017.537,14.8254700267916,1,半成熟
99,11.9,2.72,854.396,20.7830050280098,1,半成熟
100,11.9,2.74,859.78,15.3273493147124,1,半成熟
101,11.6,2.8,852.396,15.1197167528236,1,半成熟
102,11.7,2.81,1048.612,16.4046910427342,1,半成熟
103,11.0,2.79,821.783,17.5823265412316,1,半成熟
104,11.5,2.54,1069.841,19.0213565914734,1,半成熟
105,12.4,2.63,748.25,15.755052264412,1,半成熟
106,13.2,2.78,941.62,14.5057848818513,1,半成熟
107,13.1,2.8,846.012,14.2471418311932,1,半成熟
108,13.6,2.79,811.092,14.0988316574831,1,半成熟
109,11.8,2.71,819.245,15.9146740668618,1,半成熟
110,12.1,2.78,877.317,14.9062434981391,1,半成熟
111,12.0,2.79,887.547,11.7051563580986,1,半成熟
112,11.7,2.83,840.858,11.4471683927508,1,半成熟
113,11.5,2.81,857.934,13.4134342399039,1,半成熟
114,11.8,2.74,919.314,13.6481319506689,1,半成熟
115,12.1,2.74,844.858,12.5601828995085,1,半成熟
116,13.0,2.76,916.622,13.3028516803932,1,半成熟
117,11.3,2.75,876.01,13.3157916227258,1,半成熟
118,13.7,2.66,929.467,13.9043562944896,1,半成熟
119,12.1,2.78,973.771,12.871329108017,1,半成熟
120,12.7,2.69,964.157,10.9062921128733,1,半成熟
121,7.3,2.86,1052.535,31.0434266829401,0,未成熟
122,6.3,2.81,1030.536,35.5905248456083,0,未成熟
123,7.7,2.87,970.849,32.0601975495292,0,未成熟
124,7.3,2.81,1028.613,34.6756876910185,0,未成熟
125,6.8,2.71,1032.228,36.8462042714195,0,未成熟
126,9.5,2.8,837.243,28.2577827998344,0,未成熟
127,6.6,2.84,949.389,33.4456216052655,0,未成熟
128,8.8,2.8,842.474,28.595399102945,0,未成熟
129,8.6,2.76,1137.836,31.8501616102708,0,未成熟
130,8.9,3.81,996.231,30.6261045617682,0,未成熟
131,7.1,2.82,890.624,33.991865988419,0,未成熟
132,7.0,2.82,956.465,33.7303038031986,0,未成熟
133,6.8,2.82,923.621,33.2836726994137,0,未成熟
134,7.0,2.7,1163.526,35.0348039140865,0,未成熟
135,7.0,2.8,1060.995,34.9980373804259,0,未成熟
136,9.3,2.77,985.232,29.4946870019586,0,未成熟
137,8.7,2.77,900.777,26.3644739170044,0,未成熟
138,8.9,2.78,969.233,28.3833407713291,0,未成熟
139,8.9,2.79,909.469,29.9963093479884,0,未成熟
140,8.7,2.84,948.773,26.6355962847926,0,未成熟
141,8.4,2.85,925.006,27.0739683777549,0,未成熟
142,8.6,2.79,865.933,31.1687599110156,0,未成熟
143,7.6,2.83,1046.689,32.8164127217331,0,未成熟
144,7.1,2.85,982.848,31.4900861306743,0,未成熟
145,8.6,2.79,745.635,30.8616061369136,0,未成熟
146,8.8,2.77,1062.611,28.946754909095,0,未成熟
147,7.7,2.73,1141.451,34.9146770432662,0,未成熟
148,7.5,2.85,1131.375,32.6867776285954,0,未成熟
149,9.8,2.84,1051.688,24.203368336765,0,未成熟
150,9.0,2.82,928.698,24.627588521648,0,未成熟
151,9.1,2.76,971.002,25.5363464925048,0,未成熟
152,9.0,2.75,923.006,30.0276678808257,0,未成熟
153,6.9,2.82,1034.151,34.1958491100591,0,未成熟
154,8.4,2.78,1141.066,30.3196395578653,0,未成熟
155,8.7,2.75,860.934,32.6820816699647,0,未成熟
156,9.3,2.77,1151.45,28.9733639734083,0,未成熟
157,8.0,2.73,1185.986,33.476442220517,0,未成熟
158,8.2,2.72,1053.765,32.7326806271951,0,未成熟
159,8.5,2.74,1023.691,30.7622842797775,0,未成熟
160,6.8,2.71,1300.285,36.0340813023404,0,未成熟
161,7.9,2.7,975.925,33.0444571579653,0,未成熟
162,9.3,2.77,874.01,26.2285390527934,0,未成熟
163,9.3,2.87,792.17,23.47063902346,0,未成熟
164,8.8,2.79,1009.076,30.095209807662,0,未成熟
165,6.2,2.78,1111.222,34.9576472820665,0,未成熟
166,6.8,2.8,1064.918,33.5176954549311,0,未成熟
167,9.0,2.78,884.471,26.4981564161593,0,未成熟
168,9.0,2.82,847.935,25.2718357015097,0,未成熟
169,9.0,2.77,925.852,22.4353787820188,0,未成熟
170,9.2,2.87,755.942,18.9839211846944,1,半成熟
171,7.4,2.8,1040.997,33.8158573624672,0,未成熟
172,9.5,2.76,976.463,27.5958221617567,0,未成熟
173,9.8,2.82,862.395,22.2598196875553,0,未成熟
174,9.5,2.77,821.86,23.3790463006544,0,未成熟
175,9.8,2.78,1016.922,21.8505298278432,0,未成熟
176,9.4,2.76,904.546,25.065454858021,0,未成熟
177,9.1,2.8,967.926,22.619947398073,0,未成熟
178,10.0,2.81,902.008,19.2397629235599,1,半成熟
179,9.9,2.8,875.087,19.5853800010654,1,半成熟
180,9.3,2.94,961.388,15.6995879030895,1,半成熟
181,8.6,2.96,1194.293,28.0376862390507,0,未成熟
182,5.9,3.02,1061.995,36.6785890967064,0,未成熟
183,8.7,2.93,985.463,28.5937532266165,0,未成熟
184,8.7,3.1,797.939,27.1653193894639,0,未成熟
185,9.6,3.05,880.932,19.661391241685,1,半成熟
186,9.4,3.04,1000.231,23.7600715256171,0,未成熟
187,8.8,3.12,873.856,20.3054178990266,1,半成熟
188,9.6,3.04,1005.846,21.8687615408782,0,未成熟
189,9.1,2.96,680.794,7.00628218656497,2,成熟
190,9.7,3.05,966.31,25.6127795373695,0,未成熟
191,9.7,2.97,931.928,20.1670868862433,1,半成熟
192,9.2,3.01,966.541,21.0933769882659,1,半成熟
193,9.5,2.98,762.634,17.0082359340919,1,半成熟
194,9.7,2.97,876.779,18.4586872466029,1,半成熟
195,8.9,3.09,891.931,20.9325187512769,1,半成熟
196,10.3,3.0,933.928,18.8658850929472,1,半成熟
197,9.7,3.04,863.088,18.0962966349229,1,半成熟
198,9.1,2.91,958.619,23.9801062912352,0,未成熟
199,9.6,3.03,1036.613,20.5073534126246,1,半成熟
200,9.9,3.14,847.012,18.1499435134147,1,半成熟
201,8.5,3.12,759.403,22.2703398209851,1,半成熟
202,10.2,3.02,940.005,16.8265601417106,1,半成熟
203,9.9,3.03,935.774,22.6070832708169,0,未成熟
204,9.9,3.03,812.861,18.2127219877826,1,半成熟
205,9.5,3.01,880.779,27.0595225645002,0,未成熟
206,9.4,3.01,646.412,24.0407875600913,0,未成熟
207,9.7,2.9,990.001,22.718521522933,0,未成熟
208,9.7,3.04,867.933,18.6701050013524,1,半成熟
209,10.3,3.02,923.314,15.8676423988263,1,半成熟
210,9.5,3.06,885.317,15.048956586447,1,半成熟
211,9.3,3.03,1062.765,25.99209646657,0,未成熟
212,9.2,3.02,1010.23,28.3746548725325,0,未成熟
213,10.2,3.05,911.392,18.2567211816569,1,半成熟
214,9.2,2.99,1144.604,28.2988252785001,0,未成熟
215,8.5,3.01,897.239,23.1682073496356,0,未成熟
216,8.9,3.11,834.397,23.7520090890239,0,未成熟
217,9.5,2.99,841.474,19.1937024683862,1,半成熟
218,8.9,3.1,877.548,28.4746521572523,0,未成熟
219,8.8,3.01,794.862,23.2582932874849,0,未成熟
220,9.9,3.03,764.634,17.2951966589139,1,半成熟
221,8.6,3.1,791.632,25.4318074529096,0,未成熟
222,10.1,3.04,859.549,18.5970928159731,1,半成熟
223,10.8,3.04,886.47,16.4793416352036,1,半成熟
224,9.6,3.01,850.165,17.6106022092562,1,半成熟
225,9.6,2.94,771.325,19.6148788981751,1,半成熟
226,10.6,3.11,961.926,15.7681783139169,1,半成熟
227,10.1,3.03,837.397,15.2035657775753,1,半成熟
228,9.7,3.06,701.408,14.4088711265631,1,半成熟
229,10.0,3.14,743.481,16.8297967710733,1,半成熟
230,10.8,3.07,790.939,15.2841718232593,1,半成熟
231,10.1,3.12,819.476,15.1388600114944,1,半成熟
232,10.4,3.08,881.625,16.5813486974951,1,半成熟
233,10.5,3.03,872.241,16.3408321160533,1,半成熟
234,10.0,3.06,913.699,15.1921542249744,1,半成熟
235,10.2,3.06,781.017,15.4123091430035,1,半成熟
236,10.3,2.99,787.093,13.0316506034433,1,半成熟
237,9.8,3.1,794.862,15.4043841326254,1,半成熟
238,10.7,2.95,961.157,16.0228366344646,1,半成熟
239,10.8,3.02,889.855,14.9588131377181,1,半成熟
240,10.9,3.14,771.402,12.0058435993733,1,半成熟
241,8.9,3.11,788.401,25.1481675488624,0,未成熟
242,10.2,3.09,705.792,15.5979175641565,1,半成熟
243,11.0,3.15,839.705,11.4259330991562,1,半成熟
244,10.4,2.97,878.856,15.4457100323185,1,半成熟
245,11.1,3.15,709.638,13.6912920052723,1,半成熟
246,11.1,3.15,853.473,12.9204798893846,1,半成熟
247,9.9,3.08,1030.536,13.5307874322834,1,半成熟
248,11.4,3.16,885.163,13.1947302557616,1,半成熟
249,10.9,3.15,856.627,13.6430080984292,1,半成熟
250,10.1,3.02,994.154,17.7201224199022,1,半成熟
251,10.6,3.09,711.791,15.3578307669098,1,半成熟
